name,sex,daysold,height,waist,leg,weight_age1,measure,result,debut,graded_winner,win1,win2,win3
アヴィオンドール,0,452,158.5,174,19.4,438,576,530,646,0,,,
アメジストブラック,1,454,157,173.5,20.3,451,576,522,646,0,,,
ノーブルエンブレム,1,578,159.5,179.5,21,490,494,546,646,0,,,
モンスリール,1,489,154,174.5,19,430,473,508,646,0,,,
ノルナゲスト,1,465,148.5,165,19.9,376,577,476,646,0,,,
センスオブピース,0,499,149.5,173,19.5,414,576,428,645,0,,,
コルニッシュドール,1,541,156,177,21.3,474,494,556,645,0,,,
エーデルヴェーグ,0,480,149.5,166.5,19.2,374,577,430,644,0,,,
クロノネクサス,0,427,149,166,19.4,358,576,412,644,0,,,
エリザベスベイ,0,526,155,173,19.8,414,533,404,644,0,,,
レーヴドゥラメール,0,464,149,167,19,376,576,466,644,0,,,
ヘリオトロープ,1,435,152,167.5,20,400,577,484,643,0,,,
アブソルプション,1,529,159,178.5,20.8,445,494,510,642,0,,,
クロノスタシス,1,509,162,176,20.5,451,494,520,642,0,,,
ワンダーシャウト,1,491,158,182,20.7,488,473,524,642,0,,,
レーヴルシード,0,471,153.5,169,19.2,388,495,420,641,0,,,
モンタンヴェール,0,488,151.5,173,20,390,494,414,640,0,,,
テネールスエルテ,0,399,143.5,163,19.2,345,576,392,638,0,,,
リヴィア,0,471,152,171,19,401,533,424,638,0,,,
フラワリング,0,444,155.5,171.5,19.8,424,533,462,638,0,,,
デュピュイドローム,1,478,156,175,21,440,577,530,637,0,,,
ビオグラフィア,1,573,153.5,179,20.6,465,495,496,637,0,,,
アヴァターラ,1,486,152,172,19.8,443,576,506,636,0,,,
デュアルインパクト,1,469,154.5,166,19.5,368,576,438,636,0,,,
